Storm_ID,Name,Year,Date,Lat,Lon,Wind_Knots,Pressure_mb,R34_NE,R34_SE,R34_SW,R34_NW,R64_NE,R64_SE,R64_SW,R64_NW
AL082017,GERT,2017,2017-08-15,32.3,-72.1,70,982,90,90,60,50,20,20,0,0
AL082017,GERT,2017,2017-08-15,33.2,-71.8,70,980,100,100,60,50,20,20,0,0
AL082017,GERT,2017,2017-08-16,34.2,-71.0,75,976,100,100,60,50,20,20,0,0
AL082017,GERT,2017,2017-08-16,35.4,-69.5,80,973,110,110,70,40,30,30,20,10
AL082017,GERT,2017,2017-08-16,36.8,-67.1,85,969,120,120,70,40,30,30,20,10
AL082017,GERT,2017,2017-08-16,38.2,-64.1,95,962,140,140,80,50,30,30,20,10
AL082017,GERT,2017,2017-08-17,39.4,-60.4,90,964,160,140,90,50,30,30,20,10
AL082017,GERT,2017,2017-08-17,40.7,-56.2,80,968,180,150,100,50,20,30,20,0
AL082017,GERT,2017,2017-08-17,42.2,-52.0,60,981,200,170,100,50,0,0,0,0
AL082017,GERT,2017,2017-08-17,44.0,-48.0,50,988,220,220,100,20,0,0,0,0
AL082017,GERT,2017,2017-08-18,45.9,-44.3,40,991,240,220,100,0,0,0,0,0
AL082017,GERT,2017,2017-08-18,47.7,-40.5,35,994,270,270,0,0,0,0,0,0
AL082017,GERT,2017,2017-08-18,48.8,-37.8,35,996,300,300,0,0,0,0,0,0
AL082017,GERT,2017,2017-08-18,50.5,-36.5,35,998,330,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-16,13.7,-45.8,25,1013,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-16,13.7,-47.4,25,1010,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-16,13.6,-49.0,25,1009,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-17,13.6,-50.6,25,1010,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-17,13.4,-52.0,25,1008,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-17,13.1,-53.4,30,1008,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-17,13.0,-55.0,35,1004,30,0,0,30,0,0,0,0
AL092017,HARVEY,2017,2017-08-18,13.0,-56.6,40,1003,50,0,0,50,0,0,0,0
AL092017,HARVEY,2017,2017-08-18,13.0,-58.4,40,1004,50,0,0,50,0,0,0,0
AL092017,HARVEY,2017,2017-08-18,13.1,-59.6,40,1004,50,0,0,50,0,0,0,0
AL092017,HARVEY,2017,2017-08-18,13.1,-60.3,40,1004,60,0,0,60,0,0,0,0
AL092017,HARVEY,2017,2017-08-18,13.2,-61.2,40,1004,60,0,0,60,0,0,0,0
AL092017,HARVEY,2017,2017-08-18,13.2,-62.2,35,1005,60,0,0,60,0,0,0,0
AL092017,HARVEY,2017,2017-08-19,13.4,-64.0,35,1005,60,0,0,60,0,0,0,0
AL092017,HARVEY,2017,2017-08-19,13.5,-65.7,35,1005,60,0,0,60,0,0,0,0
AL092017,HARVEY,2017,2017-08-19,13.7,-67.5,30,1006,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-19,13.8,-69.2,30,1007,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-20,14.0,-71.0,30,1007,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-20,14.2,-72.9,30,1007,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-20,14.4,-75.0,30,1006,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-20,14.7,-76.8,30,1007,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-21,15.1,-78.6,25,1007,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-21,15.7,-80.5,25,1008,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-21,16.4,-82.5,25,1008,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-21,17.3,-84.6,25,1008,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-22,18.0,-86.4,25,1008,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-22,18.6,-87.8,25,1009,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-22,19.4,-88.8,25,1010,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-22,20.0,-89.7,25,1010,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-23,20.5,-90.7,25,1009,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-23,20.9,-91.6,25,1008,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-23,21.4,-92.3,30,1006,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-23,21.6,-92.4,35,1005,60,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-24,22.0,-92.5,40,1003,70,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-24,22.8,-92.6,50,997,80,0,0,50,0,0,0,0
AL092017,HARVEY,2017,2017-08-24,23.7,-93.1,60,986,80,30,20,50,0,0,0,0
AL092017,HARVEY,2017,2017-08-24,24.4,-93.6,70,978,80,40,30,60,20,0,0,0
AL092017,HARVEY,2017,2017-08-25,25.0,-94.4,80,973,90,50,40,60,20,10,10,10
AL092017,HARVEY,2017,2017-08-25,25.6,-95.1,90,966,120,50,40,90,20,20,10,20
AL092017,HARVEY,2017,2017-08-25,26.3,-95.8,95,949,120,90,80,100,30,20,10,20
AL092017,HARVEY,2017,2017-08-25,27.1,-96.3,105,943,120,90,80,100,30,25,20,25
AL092017,HARVEY,2017,2017-08-26,27.8,-96.8,115,941,120,90,80,70,35,25,20,25
AL092017,HARVEY,2017,2017-08-26,28.0,-96.9,115,937,120,90,80,70,35,25,20,25
AL092017,HARVEY,2017,2017-08-26,28.2,-97.1,105,948,120,100,70,70,30,25,20,25
AL092017,HARVEY,2017,2017-08-26,28.7,-97.3,65,978,120,100,70,70,25,20,15,20
AL092017,HARVEY,2017,2017-08-26,29.0,-97.5,50,991,75,100,30,50,0,0,0,0
AL092017,HARVEY,2017,2017-08-27,29.2,-97.4,45,995,50,100,30,50,0,0,0,0
AL092017,HARVEY,2017,2017-08-27,29.3,-97.6,40,998,50,100,30,50,0,0,0,0
AL092017,HARVEY,2017,2017-08-27,29.1,-97.5,35,998,150,60,0,30,0,0,0,0
AL092017,HARVEY,2017,2017-08-27,29.0,-97.2,35,998,120,60,30,60,0,0,0,0
AL092017,HARVEY,2017,2017-08-28,28.8,-96.8,35,997,120,60,30,60,0,0,0,0
AL092017,HARVEY,2017,2017-08-28,28.6,-96.5,40,997,150,150,30,60,0,0,0,0
AL092017,HARVEY,2017,2017-08-28,28.5,-96.2,40,997,150,150,30,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-28,28.4,-95.9,40,997,150,150,60,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-29,28.2,-95.4,40,996,150,150,60,60,0,0,0,0
AL092017,HARVEY,2017,2017-08-29,28.1,-95.0,40,996,150,150,60,60,0,0,0,0
AL092017,HARVEY,2017,2017-08-29,28.2,-94.6,40,995,140,140,60,60,0,0,0,0
AL092017,HARVEY,2017,2017-08-29,28.5,-94.2,45,993,100,140,60,60,0,0,0,0
AL092017,HARVEY,2017,2017-08-30,28.9,-93.8,45,994,100,140,60,60,0,0,0,0
AL092017,HARVEY,2017,2017-08-30,29.4,-93.6,40,990,70,70,70,70,0,0,0,0
AL092017,HARVEY,2017,2017-08-30,29.8,-93.5,40,991,60,60,70,70,0,0,0,0
AL092017,HARVEY,2017,2017-08-30,30.1,-93.4,40,992,40,60,70,40,0,0,0,0
AL092017,HARVEY,2017,2017-08-30,30.6,-93.1,35,996,0,60,70,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-31,31.3,-92.6,30,998,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-31,31.9,-92.2,25,999,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-31,32.5,-91.7,20,1001,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-08-31,33.4,-90.9,25,1001,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-09-01,34.1,-89.6,30,1000,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-09-01,34.9,-88.2,30,1002,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-09-01,36.0,-87.1,25,1002,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-09-01,36.5,-86.4,20,1004,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-09-02,37.2,-85.6,20,1007,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-09-02,37.9,-84.9,20,1009,0,0,0,0,0,0,0,0
AL092017,HARVEY,2017,2017-09-02,38.2,-84.7,15,1013,0,0,0,0,0,0,0,0
AL112017,IRMA,2017,2017-08-30,16.1,-26.9,30,1008,0,0,0,0,0,0,0,0
AL112017,IRMA,2017,2017-08-30,16.2,-28.3,35,1007,30,0,0,0,0,0,0,0
AL112017,IRMA,2017,2017-08-30,16.3,-29.7,45,1006,30,0,0,30,0,0,0,0
AL112017,IRMA,2017,2017-08-30,16.3,-30.8,50,1004,30,30,0,30,0,0,0,0
AL112017,IRMA,2017,2017-08-31,16.3,-31.7,55,999,40,40,30,40,0,0,0,0
AL112017,IRMA,2017,2017-08-31,16.4,-32.5,65,994,50,40,30,50,10,0,0,0
AL112017,IRMA,2017,2017-08-31,16.7,-33.4,80,983,60,50,40,60,15,10,10,10
AL112017,IRMA,2017,2017-08-31,17.1,-34.2,95,970,70,50,40,60,15,10,10,10
AL112017,IRMA,2017,2017-09-01,17.5,-35.1,100,967,70,60,40,60,15,10,10,10
AL112017,IRMA,2017,2017-09-01,17.9,-36.1,100,967,80,60,40,60,15,10,10,10
AL112017,IRMA,2017,2017-09-01,18.4,-37.3,100,967,80,60,40,60,15,10,10,10
AL112017,IRMA,2017,2017-09-01,18.8,-38.5,100,967,90,60,40,60,20,15,10,15
AL112017,IRMA,2017,2017-09-02,19.1,-39.7,100,967,90,60,40,60,20,15,10,15
AL112017,IRMA,2017,2017-09-02,19.1,-41.1,100,967,90,60,40,60,20,15,10,15
AL112017,IRMA,2017,2017-09-02,18.9,-42.6,95,973,90,60,40,60,20,15,10,15
AL112017,IRMA,2017,2017-09-02,18.7,-44.1,95,973,90,60,40,70,20,15,10,15
AL112017,IRMA,2017,2017-09-03,18.5,-45.5,95,973,100,60,40,80,20,15,10,15
AL112017,IRMA,2017,2017-09-03,18.2,-46.7,95,973,110,60,40,90,20,10,10,15
AL112017,IRMA,2017,2017-09-03,17.9,-47.9,100,969,120,70,50,90,25,20,15,20
AL112017,IRMA,2017,2017-09-03,17.6,-49.2,100,965,120,80,50,100,25,20,15,25
AL112017,IRMA,2017,2017-09-04,17.3,-50.4,100,959,120,80,50,100,25,20,15,25
AL112017,IRMA,2017,2017-09-04,17.0,-51.5,105,952,120,80,50,100,25,20,20,25
AL112017,IRMA,2017,2017-09-04,16.8,-52.6,110,945,120,90,60,100,30,25,20,30
AL112017,IRMA,2017,2017-09-04,16.7,-53.9,115,944,120,100,70,110,35,30,20,30
AL112017,IRMA,2017,2017-09-05,16.6,-55.1,125,943,120,100,80,110,45,35,30,35
AL112017,IRMA,2017,2017-09-05,16.6,-56.4,135,933,130,100,80,120,45,40,30,35
AL112017,IRMA,2017,2017-09-05,16.7,-57.8,150,929,140,110,80,130,45,40,30,40
AL112017,IRMA,2017,2017-09-05,16.9,-59.2,155,926,150,110,90,140,45,40,30,45
AL112017,IRMA,2017,2017-09-06,17.3,-60.6,155,915,150,110,90,150,45,40,30,45
AL112017,IRMA,2017,2017-09-06,17.7,-61.8,155,914,150,110,90,150,45,40,30,45
AL112017,IRMA,2017,2017-09-06,17.7,-61.9,155,914,150,110,90,150,45,40,30,45
AL112017,IRMA,2017,2017-09-06,18.1,-63.1,155,914,150,110,90,150,45,40,30,45
AL112017,IRMA,2017,2017-09-06,18.1,-63.3,155,915,160,110,90,150,45,45,30,45
AL112017,IRMA,2017,2017-09-06,18.5,-64.4,155,915,160,110,90,150,45,45,30,45
AL112017,IRMA,2017,2017-09-06,18.6,-64.7,150,916,160,120,90,150,50,45,30,45
AL112017,IRMA,2017,2017-09-07,19.2,-66.2,150,916,160,120,90,150,50,50,30,45
AL112017,IRMA,2017,2017-09-07,19.7,-67.6,145,920,160,120,90,150,50,50,30,45
AL112017,IRMA,2017,2017-09-07,20.2,-69.0,145,921,160,120,90,150,50,50,30,50
AL112017,IRMA,2017,2017-09-07,20.7,-70.4,145,922,160,120,90,150,60,50,30,50
AL112017,IRMA,2017,2017-09-08,21.1,-71.8,140,919,160,120,90,150,60,50,30,55
AL112017,IRMA,2017,2017-09-08,21.5,-73.0,135,924,160,120,90,150,60,50,30,55
AL112017,IRMA,2017,2017-09-08,21.5,-73.2,135,925,160,120,90,150,60,50,30,55
AL112017,IRMA,2017,2017-09-08,21.8,-74.7,135,927,160,120,100,150,60,50,30,55
AL112017,IRMA,2017,2017-09-08,22.0,-76.0,140,925,160,120,100,150,60,60,30,60
AL112017,IRMA,2017,2017-09-09,22.1,-77.2,145,924,160,130,110,160,60,60,30,60
AL112017,IRMA,2017,2017-09-09,22.3,-77.9,145,924,160,140,110,160,60,60,30,60
AL112017,IRMA,2017,2017-09-09,22.4,-78.3,130,930,160,160,120,170,60,60,30,60
AL112017,IRMA,2017,2017-09-09,22.7,-79.3,110,941,160,160,120,170,60,60,30,60
AL112017,IRMA,2017,2017-09-09,23.1,-80.2,95,938,180,160,120,180,60,60,30,60
AL112017,IRMA,2017,2017-09-10,23.4,-80.9,100,932,210,170,120,180,60,60,30,60
AL112017,IRMA,2017,2017-09-10,23.7,-81.3,115,930,240,170,140,190,70,60,30,50
AL112017,IRMA,2017,2017-09-10,24.5,-81.5,115,931,270,180,140,210,70,60,30,50
AL112017,IRMA,2017,2017-09-10,24.7,-81.5,115,931,270,180,140,210,70,60,30,50
AL112017,IRMA,2017,2017-09-10,25.6,-81.7,100,936,300,190,140,220,70,60,30,50
AL112017,IRMA,2017,2017-09-10,25.9,-81.7,100,936,330,190,140,220,70,60,30,50
AL112017,IRMA,2017,2017-09-11,26.8,-81.7,80,942,360,200,150,240,60,60,30,50
AL112017,IRMA,2017,2017-09-11,28.2,-82.2,65,961,360,210,150,240,30,30,20,50
AL112017,IRMA,2017,2017-09-11,29.6,-82.7,50,970,360,230,150,240,0,0,0,0
AL112017,IRMA,2017,2017-09-11,30.9,-83.5,45,980,360,250,150,240,0,0,0,0
AL112017,IRMA,2017,2017-09-12,31.9,-84.4,35,986,360,270,0,0,0,0,0,0
AL112017,IRMA,2017,2017-09-12,32.9,-85.6,25,997,0,0,0,0,0,0,0,0
AL112017,IRMA,2017,2017-09-12,33.8,-86.9,20,1000,0,0,0,0,0,0,0,0
AL112017,IRMA,2017,2017-09-12,34.8,-88.1,15,1003,0,0,0,0,0,0,0,0
AL112017,IRMA,2017,2017-09-13,35.6,-88.9,15,1004,0,0,0,0,0,0,0,0
AL112017,IRMA,2017,2017-09-13,36.2,-89.5,15,1004,0,0,0,0,0,0,0,0
AL112017,IRMA,2017,2017-09-13,36.8,-90.1,15,1005,0,0,0,0,0,0,0,0
AL122017,JOSE,2017,2017-09-04,9.3,-33.5,20,1010,0,0,0,0,0,0,0,0
AL122017,JOSE,2017,2017-09-04,10.0,-34.9,25,1010,0,0,0,0,0,0,0,0
AL122017,JOSE,2017,2017-09-04,10.6,-36.0,25,1010,0,0,0,0,0,0,0,0
AL122017,JOSE,2017,2017-09-05,11.1,-37.0,25,1009,0,0,0,0,0,0,0,0
AL122017,JOSE,2017,2017-09-05,11.6,-37.9,30,1008,0,0,0,0,0,0,0,0
AL122017,JOSE,2017,2017-09-05,12.0,-38.8,35,1008,0,40,0,0,0,0,0,0
AL122017,JOSE,2017,2017-09-05,12.2,-40.0,40,1006,50,40,0,0,0,0,0,0
AL122017,JOSE,2017,2017-09-06,12.2,-41.3,45,1004,50,40,0,30,0,0,0,0
AL122017,JOSE,2017,2017-09-06,12.5,-42.6,50,1001,50,40,0,40,0,0,0,0
AL122017,JOSE,2017,2017-09-06,13.1,-43.9,55,998,50,40,40,50,0,0,0,0
AL122017,JOSE,2017,2017-09-06,13.7,-45.2,65,995,60,40,40,60,15,0,0,10
AL122017,JOSE,2017,2017-09-07,14.1,-46.7,70,993,70,50,40,70,20,0,0,15
AL122017,JOSE,2017,2017-09-07,14.4,-48.3,80,986,80,60,40,80,20,0,0,20
AL122017,JOSE,2017,2017-09-07,14.7,-49.9,90,977,90,60,40,90,25,0,0,25
AL122017,JOSE,2017,2017-09-07,15.1,-51.5,100,969,100,70,40,90,25,0,0,25
AL122017,JOSE,2017,2017-09-08,15.5,-53.2,105,964,100,70,40,100,30,15,15,30
AL122017,JOSE,2017,2017-09-08,15.9,-54.9,115,955,110,80,50,110,30,20,15,30
AL122017,JOSE,2017,2017-09-08,16.1,-56.4,130,940,120,90,50,110,30,25,20,30
AL122017,JOSE,2017,2017-09-08,16.4,-57.8,135,939,120,90,50,110,30,30,20,30
AL122017,JOSE,2017,2017-09-09,16.7,-58.9,135,938,130,100,50,120,30,30,20,30
AL122017,JOSE,2017,2017-09-09,17.2,-59.9,130,940,130,100,50,120,35,30,20,30
AL122017,JOSE,2017,2017-09-09,17.9,-60.8,125,941,130,110,50,120,35,30,20,30
AL122017,JOSE,2017,2017-09-09,18.6,-61.8,120,942,130,110,60,120,35,30,20,30
AL122017,JOSE,2017,2017-09-10,19.4,-62.9,115,943,130,110,60,120,30,30,20,30
AL122017,JOSE,2017,2017-09-10,20.3,-64.0,115,945,130,110,60,120,30,30,20,30
AL122017,JOSE,2017,2017-09-10,21.2,-65.3,115,948,130,110,60,110,30,30,20,30
AL122017,JOSE,2017,2017-09-10,22.2,-66.5,105,956,130,110,60,110,30,25,20,25
AL122017,JOSE,2017,2017-09-11,23.3,-67.6,100,962,130,110,60,110,30,25,15,25
AL122017,JOSE,2017,2017-09-11,24.3,-68.6,90,968,130,110,70,110,25,25,15,20
AL122017,JOSE,2017,2017-09-11,25.4,-69.4,85,972,130,110,70,100,25,25,15,20
AL122017,JOSE,2017,2017-09-11,26.5,-69.5,80,974,120,110,70,100,25,20,10,15
AL122017,JOSE,2017,2017-09-12,27.2,-69.4,75,977,120,110,70,90,20,20,10,15
AL122017,JOSE,2017,2017-09-12,27.6,-69.1,70,979,120,110,70,90,20,20,10,10
AL122017,JOSE,2017,2017-09-12,27.7,-68.3,70,979,120,100,70,90,20,20,10,10
AL122017,JOSE,2017,2017-09-12,27.4,-67.4,70,980,110,100,70,80,20,20,10,10
AL122017,JOSE,2017,2017-09-13,26.8,-66.7,70,981,110,100,70,80,20,20,10,10
AL122017,JOSE,2017,2017-09-13,26.3,-66.2,70,981,110,100,70,80,20,20,10,10
AL122017,JOSE,2017,2017-09-13,25.8,-65.8,70,981,110,100,70,80,20,20,15,10
AL122017,JOSE,2017,2017-09-13,25.4,-65.6,70,981,110,100,70,70,20,20,15,10
AL122017,JOSE,2017,2017-09-14,25.1,-65.7,70,981,110,100,70,70,20,20,15,10
AL122017,JOSE,2017,2017-09-14,24.9,-65.9,70,981,110,100,70,70,20,20,15,10
AL122017,JOSE,2017,2017-09-14,24.8,-66.3,65,983,110,100,70,70,20,20,15,10
AL122017,JOSE,2017,2017-09-14,25.0,-66.9,65,985,110,110,70,70,20,20,15,10
AL122017,JOSE,2017,2017-09-15,25.4,-67.6,60,988,110,110,70,80,0,0,0,0
AL122017,JOSE,2017,2017-09-15,25.8,-68.2,60,988,120,110,70,80,0,0,0,0
AL122017,JOSE,2017,2017-09-15,26.3,-69.0,60,986,120,120,70,80,0,0,0,0
AL122017,JOSE,2017,2017-09-15,26.8,-69.9,65,983,120,120,70,90,30,15,0,20
AL122017,JOSE,2017,2017-09-16,27.2,-70.7,65,983,130,120,80,90,30,15,0,20
AL122017,JOSE,2017,2017-09-16,27.7,-71.4,65,983,130,130,80,90,30,15,0,20
AL122017,JOSE,2017,2017-09-16,28.2,-71.8,65,980,140,140,80,100,35,15,0,20
AL122017,JOSE,2017,2017-09-16,28.6,-72.0,65,973,150,140,90,100,35,20,15,20
AL122017,JOSE,2017,2017-09-17,29.1,-72.0,70,971,150,150,90,110,40,25,15,20
AL122017,JOSE,2017,2017-09-17,29.8,-72.0,75,969,160,150,90,120,40,30,15,25
AL122017,JOSE,2017,2017-09-17,30.5,-71.9,80,967,170,160,100,120,40,40,20,35
AL122017,JOSE,2017,2017-09-17,31.2,-71.8,80,967,180,170,100,130,45,45,20,40
AL122017,JOSE,2017,2017-09-18,31.9,-71.6,80,972,180,170,110,140,45,40,20,50
AL122017,JOSE,2017,2017-09-18,32.7,-71.4,75,974,190,180,120,140,50,30,20,50
AL122017,JOSE,2017,2017-09-18,33.5,-71.2,70,976,200,180,120,150,50,0,0,50
AL122017,JOSE,2017,2017-09-18,34.2,-71.2,65,975,200,190,130,150,50,0,0,45
AL122017,JOSE,2017,2017-09-19,34.9,-71.4,65,972,210,190,140,160,45,0,0,40
AL122017,JOSE,2017,2017-09-19,35.6,-71.6,65,971,210,190,140,170,40,0,0,40
AL122017,JOSE,2017,2017-09-19,36.3,-71.7,60,973,210,190,150,170,0,0,0,0
AL122017,JOSE,2017,2017-09-19,37.0,-71.5,60,973,210,200,160,170,0,0,0,0
AL122017,JOSE,2017,2017-09-20,37.6,-71.2,60,973,210,200,160,180,0,0,0,0
AL122017,JOSE,2017,2017-09-20,38.1,-70.8,60,975,210,190,170,180,0,0,0,0
AL122017,JOSE,2017,2017-09-20,38.7,-70.2,60,976,200,190,170,180,0,0,0,0
AL122017,JOSE,2017,2017-09-20,39.2,-69.4,60,976,200,190,180,180,0,0,0,0
AL122017,JOSE,2017,2017-09-21,39.4,-68.5,55,979,190,180,180,180,0,0,0,0
AL122017,JOSE,2017,2017-09-21,39.7,-68.1,55,982,180,170,180,180,0,0,0,0
AL122017,JOSE,2017,2017-09-21,39.7,-68.0,55,984,170,170,180,170,0,0,0,0
AL122017,JOSE,2017,2017-09-21,39.5,-68.0,50,984,160,150,180,170,0,0,0,0
AL122017,JOSE,2017,2017-09-22,39.5,-68.2,45,986,150,140,170,160,0,0,0,0
AL122017,JOSE,2017,2017-09-22,39.6,-68.6,45,989,150,130,160,150,0,0,0,0
AL122017,JOSE,2017,2017-09-22,39.7,-69.0,40,992,140,120,140,140,0,0,0,0
AL122017,JOSE,2017,2017-09-22,39.7,-69.1,40,996,0,0,130,130,0,0,0,0
AL122017,JOSE,2017,2017-09-23,39.7,-69.3,35,999,0,0,110,120,0,0,0,0
AL122017,JOSE,2017,2017-09-23,39.5,-69.6,35,1002,0,0,100,110,0,0,0,0
AL122017,JOSE,2017,2017-09-23,39.1,-69.7,30,1004,0,0,0,0,0,0,0,0
AL122017,JOSE,2017,2017-09-23,38.7,-69.1,30,1007,0,0,0,0,0,0,0,0
AL122017,JOSE,2017,2017-09-24,38.7,-68.7,25,1009,0,0,0,0,0,0,0,0
AL122017,JOSE,2017,2017-09-24,38.9,-68.4,25,1010,0,0,0,0,0,0,0,0
AL122017,JOSE,2017,2017-09-24,38.9,-68.0,20,1011,0,0,0,0,0,0,0,0
AL122017,JOSE,2017,2017-09-24,38.7,-68.2,15,1011,0,0,0,0,0,0,0,0
AL122017,JOSE,2017,2017-09-25,38.7,-68.7,15,1012,0,0,0,0,0,0,0,0
AL122017,JOSE,2017,2017-09-25,38.7,-69.2,15,1013,0,0,0,0,0,0,0,0
AL152017,MARIA,2017,2017-09-16,12.2,-49.7,30,1006,0,0,0,0,0,0,0,0
AL152017,MARIA,2017,2017-09-16,12.2,-51.7,40,1004,40,0,0,40,0,0,0,0
AL152017,MARIA,2017,2017-09-17,12.4,-53.1,45,1002,40,30,0,40,0,0,0,0
AL152017,MARIA,2017,2017-09-17,12.8,-54.4,55,994,50,40,0,50,0,0,0,0
AL152017,MARIA,2017,2017-09-17,13.3,-55.7,60,990,60,40,30,50,0,0,0,0
AL152017,MARIA,2017,2017-09-17,13.6,-57.0,65,986,70,60,40,60,15,0,0,10
AL152017,MARIA,2017,2017-09-18,14.0,-58.0,75,979,90,60,40,70,15,10,10,10
AL152017,MARIA,2017,2017-09-18,14.3,-59.0,80,977,90,60,40,70,15,10,10,10
AL152017,MARIA,2017,2017-09-18,14.5,-59.7,100,967,110,90,70,90,15,15,15,15
AL152017,MARIA,2017,2017-09-18,14.9,-60.4,110,956,110,90,80,90,20,15,15,20
AL152017,MARIA,2017,2017-09-19,15.3,-61.1,145,924,110,110,80,90,25,25,20,25
AL152017,MARIA,2017,2017-09-19,15.4,-61.3,145,922,110,110,80,90,25,25,20,25
AL152017,MARIA,2017,2017-09-19,15.7,-61.9,135,940,110,110,80,100,25,25,20,25
AL152017,MARIA,2017,2017-09-19,16.1,-62.7,140,931,120,110,80,100,25,25,20,30
AL152017,MARIA,2017,2017-09-19,16.6,-63.5,145,920,120,110,80,100,30,30,30,30
AL152017,MARIA,2017,2017-09-20,17.0,-64.3,150,909,130,110,100,110,50,45,35,40
AL152017,MARIA,2017,2017-09-20,17.3,-64.7,150,908,130,110,100,110,50,45,35,40
AL152017,MARIA,2017,2017-09-20,17.6,-65.1,140,913,130,110,100,110,50,45,35,40
AL152017,MARIA,2017,2017-09-20,18.0,-65.9,135,920,130,110,100,110,50,45,35,40
AL152017,MARIA,2017,2017-09-20,18.2,-66.2,115,935,130,110,100,110,50,45,35,40
AL152017,MARIA,2017,2017-09-20,18.6,-67.0,95,959,130,110,100,110,50,45,35,40
AL152017,MARIA,2017,2017-09-21,19.0,-67.6,95,958,130,110,110,110,50,30,40,40
AL152017,MARIA,2017,2017-09-21,19.4,-68.2,100,959,130,110,110,110,50,30,40,40
AL152017,MARIA,2017,2017-09-21,19.9,-68.8,100,959,130,110,110,110,50,50,40,50
AL152017,MARIA,2017,2017-09-21,20.5,-69.5,105,960,140,130,110,110,60,50,40,50
AL152017,MARIA,2017,2017-09-22,20.8,-70.0,110,953,140,120,100,120,60,50,40,50
AL152017,MARIA,2017,2017-09-22,21.2,-70.5,110,959,140,120,100,130,60,50,40,50
AL152017,MARIA,2017,2017-09-22,21.9,-70.9,110,958,140,120,100,130,60,40,40,40
AL152017,MARIA,2017,2017-09-22,22.8,-71.2,110,959,140,130,100,120,50,40,35,30
AL152017,MARIA,2017,2017-09-23,23.7,-71.6,105,953,160,130,100,120,50,40,35,30
AL152017,MARIA,2017,2017-09-23,24.4,-71.9,100,952,170,170,100,120,50,40,35,30
AL152017,MARIA,2017,2017-09-23,25.1,-72.1,100,952,170,170,100,150,50,40,35,40
AL152017,MARIA,2017,2017-09-23,25.9,-72.3,100,952,210,200,100,150,50,40,35,45
AL152017,MARIA,2017,2017-09-24,26.6,-72.4,100,945,210,200,100,150,50,40,35,45
AL152017,MARIA,2017,2017-09-24,27.5,-72.6,95,942,210,200,120,160,50,40,35,45
AL152017,MARIA,2017,2017-09-24,28.4,-72.8,95,947,210,200,120,160,50,40,35,45
AL152017,MARIA,2017,2017-09-24,29.1,-72.9,90,943,200,200,140,160,50,40,35,45
AL152017,MARIA,2017,2017-09-25,29.7,-72.9,85,947,200,200,140,160,50,40,35,45
AL152017,MARIA,2017,2017-09-25,30.3,-72.9,75,954,200,200,160,170,60,60,0,0
AL152017,MARIA,2017,2017-09-25,30.8,-73.0,70,961,200,200,160,160,80,80,0,0
AL152017,MARIA,2017,2017-09-25,31.4,-73.1,70,966,180,180,160,160,90,90,0,0
AL152017,MARIA,2017,2017-09-26,32.0,-73.1,70,966,180,180,160,160,90,90,0,0
